prof_id,title
"Consultant in Climate, Energy and EU Projects","Consultant in Climate, Energy and EU Projects"
Senior Associate,Senior Associate
Associate Platform Onboarding Manager,Associate Platform Onboarding Manager
Operations Lead,Operations Lead
"Senior Consultant, Risk & Compliance","Senior Consultant, Risk & Compliance"
Co-Founder and Chief Executive Officer,Co-Founder and Chief Executive Officer
Data Engineer,Data Engineer
Marketing Managerin,Marketing Managerin
Head of Communications,Head of Communications
Senior Recruitment Consultant,Senior Recruitment Consultant
Software Developer Baseband Infrastructure,Software Developer Baseband Infrastructure
Director of Operations,Director of Operations
"Senior Manager, Product Manager","Senior Manager, Product Manager"
Director Strategic Development,Director Strategic Development
Intern in Large Animal Medicine and Surgery,Intern in Large Animal Medicine and Surgery
Marketing Director,Marketing Director
Senior Communications and Public Affairs Advisor,Senior Communications and Public Affairs Advisor
Verkställande direktör,Verkställande direktör
Environmental Health Safety Coordinator,Environmental Health Safety Coordinator
Manager of Instructor Care,Manager of Instructor Care
Group Managing Director,Group Managing Director
Innovation Officer,Innovation Officer
Yogalärare & massör,Yogalärare & massör
Regional Group Coordinator,Regional Group Coordinator
NBI Handelsakademin,NBI Handelsakademin
Global Business Transformation: Service Designer,Global Business Transformation: Service Designer
Sales Consultant,Sales Consultant
Expert Regulations Management & Legal Operations,Expert Regulations Management & Legal Operations
Junior Lecturer,Junior Lecturer
Fiction Programmes & Community Manager,Fiction Programmes & Community Manager
Systems developer,Systems developer
Product Specialist,Product Specialist
Open Innovation Navigator,Open Innovation Navigator
Teknisk rekryterare på Edument,Teknisk rekryterare på Edument
Kontaktperson,Kontaktperson
System Verification Engineer,System Verification Engineer
VD,VD
Consultant for Sustainable Supply Chains,Consultant for Sustainable Supply Chains
Kontaktlinsoptiker,Kontaktlinsoptiker
Meat industry,Meat industry
Hälso- och sjukvårdchef,Hälso- och sjukvårdchef
"Learning Consultant, Volvo Group University","Learning Consultant, Volvo Group University"
Innovationsprojektledare,Innovationsprojektledare
Director Consulting Services (Business Consulting) & Chapter Lead Innovation (South),Director Consulting Services (Business Consulting) & Chapter Lead Innovation (South)
Paid Social Specialist,Paid Social Specialist
Innovationsedare,Innovationsedare
IT-supporttekniker,IT-supporttekniker
Business Development | Sustainable Finance | Energies & Public Services,Business Development | Sustainable Finance | Energies & Public Services
Research Scientist,Research Scientist
Environmental Specialist,Environmental Specialist
Senior Consultant | Sustainability Hub | Strategy and Transactions,Senior Consultant | Sustainability Hub | Strategy and Transactions
Web Developer,Web Developer
Ämneslärare i Engelska & Moderna språk,Ämneslärare i Engelska & Moderna språk
"Tech Events Host and Moderator, Podcast Host","Tech Events Host and Moderator, Podcast Host"
On Leave - Solo Travelling America & Europe,On Leave - Solo Travelling America & Europe
Innovation Process Manager,Innovation Process Manager
"Business Development Manager, Innovation and Development","Business Development Manager, Innovation and Development"
TEDX Praia do Forte Oganizer/ Speakers trainer,TEDX Praia do Forte Oganizer/ Speakers trainer
Sustainability Advisor and Project Manager,Sustainability Advisor and Project Manager
ESG Advisor,ESG Advisor
"Profesional Dirección Ciencia, Tecnología y Medios Educativos","Profesional Dirección Ciencia, Tecnología y Medios Educativos"
Projektledare och utvecklare,Projektledare och utvecklare
E-Commerce Manager,E-Commerce Manager
Executive Creative Director,Executive Creative Director
Software Engineering Tech Lead,Software Engineering Tech Lead
Vice President of the Swedish Red Cross,Vice President of the Swedish Red Cross
Social Entrepreneur,Social Entrepreneur
Director of Technology,Director of Technology
Nursing,Nursing
Ejecutivo de cuentas,Ejecutivo de cuentas
"Professor and Director, Transition Design Institute","Professor and Director, Transition Design Institute"
Senior Consultant - ESG & Sustainability (Assurance & Advisory),Senior Consultant - ESG & Sustainability (Assurance & Advisory)
Venture Client - Expansion Lead,Venture Client - Expansion Lead
"Founder, Business Coach & Investor","Founder, Business Coach & Investor"
Administrator,Administrator
"Manager, Sustainability Business Advisory","Manager, Sustainability Business Advisory"
Senior AI Research Fellow at The Conference Board,Senior AI Research Fellow at The Conference Board
BIG Co-founder -- Strategy Consultant + AI Advisor,BIG Co-founder -- Strategy Consultant + AI Advisor
Lead Product Manager,Lead Product Manager
Director | Product Management & Strategic Partnerships,Director | Product Management & Strategic Partnerships
Service & Strategy Design Lead,Service & Strategy Design Lead
Lead UX Researcher + Strategist,Lead UX Researcher + Strategist
Co-founder and Academic Director,Co-founder and Academic Director
Auditrice Financière Senior,Auditrice Financière Senior
"Outbound Product Manager - Cloud AI, Google Cloud","Outbound Product Manager - Cloud AI, Google Cloud"
English Teacher,English Teacher
"Head of the Centre for Artificial Intelligence and Robotics, United Nations, UNICRI","Head of the Centre for Artificial Intelligence and Robotics, United Nations, UNICRI"
Head Of Section,Head Of Section
Head of AI,Head of AI
EIT NEB Mentor | Design Mentor,EIT NEB Mentor | Design Mentor
"Executive Director, Nordic Center at UC Berkeley","Executive Director, Nordic Center at UC Berkeley"
Design Futures Team Lead,Design Futures Team Lead
"CEO, Founder & Consultant","CEO, Founder & Consultant"
Produktionsledare,Produktionsledare
Director at Sony R&D Center Lund Laboratory,Director at Sony R&D Center Lund Laboratory
Cofounder and Co-CEO,Cofounder and Co-CEO
Global Immigration Associate,Global Immigration Associate
Sous chef,Sous chef
Technical Lead,Technical Lead
Sustainability and Corporate Affairs Manager,Sustainability and Corporate Affairs Manager
Strategy and Innovation Consultant,Strategy and Innovation Consultant
Supply Chain Planner,Supply Chain Planner
"Strategic Designer, Kearney ignite","Strategic Designer, Kearney ignite"
Artist In Residence,Artist In Residence
Designer & CEO,Designer & CEO
Back End Developer,Back End Developer
Head of Recruitment & Project Management Consultant,Head of Recruitment & Project Management Consultant
Frontend Developer,Frontend Developer
Marketing Manager,Marketing Manager
CRM & Retention Manager,CRM & Retention Manager
Senior Content Marketing Manager,Senior Content Marketing Manager
Affiliate Marketer,Affiliate Marketer
CEO | Leadership & Growth | Innovation & Change Management,CEO | Leadership & Growth | Innovation & Change Management
AI Transformation Lead,AI Transformation Lead
Sustainable Development Consultant - Sustainable Development and Countries in Special Situations,Sustainable Development Consultant - Sustainable Development and Countries in Special Situations
Research Assistant / Analyst,Research Assistant / Analyst
Scrum Master,Scrum Master
Agile Product Owner,Agile Product Owner
Marknadskommunikatör,Marknadskommunikatör
Release Train Engineer (RTE),Release Train Engineer (RTE)
Senior Partner,Senior Partner
Adjunct Professor,Adjunct Professor
Head of Prototype and Validation (Sigma consultant),Head of Prototype and Validation (Sigma consultant)
Agile Coach,Agile Coach
IT Consultant / Agile Leadership,IT Consultant / Agile Leadership
Kvalitets- och miljöansvarig,Kvalitets- och miljöansvarig
Past President,Past President
Logistics Planner,Logistics Planner
Technical Information Manager,Technical Information Manager
Manager of the EMEA Celemi Solution Provider Network,Manager of the EMEA Celemi Solution Provider Network
Team och leadership developer,Team och leadership developer
India Leader for Quality Engineering and Testing for Resources and Energy Transition Sector,India Leader for Quality Engineering and Testing for Resources and Energy Transition Sector
"Program Manager, Duni Group","Program Manager, Duni Group"
Group Product Manager - Retail Excellence | Commercial Digital,Group Product Manager - Retail Excellence | Commercial Digital
Head of Sales & Service Value Stream,Head of Sales & Service Value Stream
Enhetschef,Enhetschef
Educator and coach,Educator and coach
Global Key Account Manager,Global Key Account Manager
R&D Manager,R&D Manager
Senior Project Management Consultant,Senior Project Management Consultant
Development Manager,Development Manager
Project Manager/Agile Leader,Project Manager/Agile Leader
Portfolio Manager Sustainability,Portfolio Manager Sustainability
Project Manager of the Integrated Control System Div,Project Manager of the Integrated Control System Div
Speaker and coach,Speaker and coach
Advisor & Partner in various Tech companies,Advisor & Partner in various Tech companies
HR-chef,HR-chef
Safety Analysis Engineer - Target Station,Safety Analysis Engineer - Target Station
Senior lecturer,Senior lecturer
Middle Project Manager,Middle Project Manager
LCA Specialist and Sustainability Controller,LCA Specialist and Sustainability Controller
ISO 20400,ISO 20400
Sustainability Research Lead,Sustainability Research Lead
Project Manager Datacenter,Project Manager Datacenter
AI Team Lead,AI Team Lead
Community Manager,Community Manager
Obtaining the specialization of a gestalt therapist,Obtaining the specialization of a gestalt therapist
SSQA Co-Man Release Engineer,SSQA Co-Man Release Engineer
Principal Scientist,Principal Scientist
Communication Specialist,Communication Specialist
Sustainability Consultant and Trainer,Sustainability Consultant and Trainer
Product picture coordinator,Product picture coordinator
Business Developer (Ingka Group),Business Developer (Ingka Group)
Sales Administrator Officer,Sales Administrator Officer
Brand Strategist & Partner,Brand Strategist & Partner
Project Lead – Circular Offer,Project Lead – Circular Offer
Cloud Advisor - Microsoft Modern Workplace,Cloud Advisor - Microsoft Modern Workplace
Doctoral Student in Human Rights Studies,Doctoral Student in Human Rights Studies
Senior Technical Consultant,Senior Technical Consultant
Operativ Partner,Operativ Partner
Product Manager Digital Products,Product Manager Digital Products
"Academic lecturer, researcher and author","Academic lecturer, researcher and author"
"Visiting Associate Professor, Delaplain/Maryland Endowed Chair in Business and Project Management","Visiting Associate Professor, Delaplain/Maryland Endowed Chair in Business and Project Management"
Life Transformational Coach - Buy Yourself,Life Transformational Coach - Buy Yourself
Visiting Researcher,Visiting Researcher
Business Controller,Business Controller
Global Content Marketing Specialist - Food & Water,Global Content Marketing Specialist - Food & Water
IT Project Manager / ATEA Digital Services,IT Project Manager / ATEA Digital Services
Software Engineering Manager,Software Engineering Manager
Stakeholder & Project Manager (Collective Action Builder),Stakeholder & Project Manager (Collective Action Builder)
Web & Software Developer,Web & Software Developer
Junior Associate Assurance,Junior Associate Assurance
Process and Operations Developer,Process and Operations Developer
WEF Strategic Foresight Network - member of the roundtable & strategic advisor,WEF Strategic Foresight Network - member of the roundtable & strategic advisor
Senior Consultant and Project Manager,Senior Consultant and Project Manager
Creative Director / Founder,Creative Director / Founder
Customer Engagement Manager,Customer Engagement Manager
Partner and Consultant,Partner and Consultant
Head of Operations,Head of Operations
Co-founder and Managing Partner,Co-founder and Managing Partner
Business developer,Business developer
Storyteller,Storyteller
"Lead Advisor, Global Web Portfolio, Digital Enablement and MarTech","Lead Advisor, Global Web Portfolio, Digital Enablement and MarTech"
PhD Researcher in Theoretical Physics,PhD Researcher in Theoretical Physics
PMU Officer,PMU Officer
Group Sustainability and CSRD Assistant,Group Sustainability and CSRD Assistant
International Marketing and Recruitment Student Assistant,International Marketing and Recruitment Student Assistant
Fulfillment Coordinator,Fulfillment Coordinator
Director Partnerships (Sponsorship),Director Partnerships (Sponsorship)
Assistant Manager Value Chain Transformation,Assistant Manager Value Chain Transformation
Commercial Operations Analyst,Commercial Operations Analyst
Marketing Operations,Marketing Operations
Senior Research Asssociate,Senior Research Asssociate
Juridisch medewerker (paralegal),Juridisch medewerker (paralegal)
Letselschade jurist,Letselschade jurist
Redakteurin & Social Media Managerin,Redakteurin & Social Media Managerin
Secretariat Member,Secretariat Member
Consultant Automotive Strategy,Consultant Automotive Strategy
Senior Planner,Senior Planner
Customer Onboarding Manager,Customer Onboarding Manager
Senior Acoustic Consultant,Senior Acoustic Consultant
Business Advisor International Trade for New Digital Society,Business Advisor International Trade for New Digital Society
Art Therapist Intern,Art Therapist Intern
Project Lead,Project Lead
Climate Strategist,Climate Strategist
Area Sales Manager North GER,Area Sales Manager North GER
Sales Operations Specialist,Sales Operations Specialist
Green finance consultant,Green finance consultant
Chief Of Staff,Chief Of Staff
"Executive Assistant | Legal, Purchasing","Executive Assistant | Legal, Purchasing"
UX/UI Designer,UX/UI Designer
App Tech | Producer,App Tech | Producer
Development Engineer Firmware,Development Engineer Firmware
Visiting PhD Researcher,Visiting PhD Researcher
Android Developer,Android Developer
Founder and Contextual Fashion Designer at SOLVE Studio,Founder and Contextual Fashion Designer at SOLVE Studio
Head of Customer Due Diligence,Head of Customer Due Diligence
Engineering security manager,Engineering security manager
Freelance Graphic Web Designer,Freelance Graphic Web Designer
Lead Software Engineer (DevOps),Lead Software Engineer (DevOps)
Consultant en IA,Consultant en IA
Projektledare Career Center och Alumn,Projektledare Career Center och Alumn
Lead Data Scientist,Lead Data Scientist
Senior Audit Associate & Team Leader of Swedish Audit Delivery Center,Senior Audit Associate & Team Leader of Swedish Audit Delivery Center
Marketing,Marketing
Senior Product Manager,Senior Product Manager
Chief Technology Officer,Chief Technology Officer
International Coordinator,International Coordinator
Senior Commercial Partnership Consultant,Senior Commercial Partnership Consultant
Senior SDET,Senior SDET
Specialist,Specialist
Talent Acquisition & People Specialist,Talent Acquisition & People Specialist
Lead Product Data Scientist,Lead Product Data Scientist
Global Director of AI,Global Director of AI
Tech Talent Acquisition Specialist,Tech Talent Acquisition Specialist
Chief Data Scientist,Chief Data Scientist
Data & Analytics Consultant,Data & Analytics Consultant
Miembro del comité HR & Diversity,Miembro del comité HR & Diversity
Rekryteringskonsult,Rekryteringskonsult
Werkstudent Digital Marketing,Werkstudent Digital Marketing
Owner and Founder,Owner and Founder
Legal Counsel,Legal Counsel
Projektledare och Affärsområdesansvarig: projekt,Projektledare och Affärsområdesansvarig: projekt
Event Specialist,Event Specialist
Director de desarrollo empresarial,Director de desarrollo empresarial
HR-adviseur,HR-adviseur
Business tutor,Business tutor
Senior Account Manager,Senior Account Manager
Mobile Application Developer,Mobile Application Developer
Senior Management Consultant at Evidente Management Group,Senior Management Consultant at Evidente Management Group
Eventkoordinator,Eventkoordinator
Senior Application Consultant,Senior Application Consultant
Project Controller - Network Development | B2B,Project Controller - Network Development | B2B
Tandsköterska/operationstandsköterska,Tandsköterska/operationstandsköterska
Media Designer,Media Designer
AI Futures Lab @ Capgemini Core team,AI Futures Lab @ Capgemini Core team
Utveckling och innovationschef,Utveckling och innovationschef
Head of Business Management,Head of Business Management
"Business Analyst - Design, Planning and Development","Business Analyst - Design, Planning and Development"
Physiotherapist,Physiotherapist
Senior Mechanical Engineer,Senior Mechanical Engineer
Inbound marketing specialist,Inbound marketing specialist
Leadership Consultant at Mindkicker,Leadership Consultant at Mindkicker
Embedded Software Engineer,Embedded Software Engineer
Senior Manager,Senior Manager
Test Object Cordinator,Test Object Cordinator
Full stack Developer,Full stack Developer
Frilansande tolk,Frilansande tolk
Human Resourses Business Partner,Human Resourses Business Partner
Chairman Of The Board,Chairman Of The Board
Incubator Manager at Ideon Science Park,Incubator Manager at Ideon Science Park
IT Architecture Consultant/Managing Partner,IT Architecture Consultant/Managing Partner
Innovation Catalyst - Investments & Partnerships,Innovation Catalyst - Investments & Partnerships
.,.
Process Engineer,Process Engineer
Junior Data Scientist,Junior Data Scientist
Controller,Controller
Speaker & Personality,Speaker & Personality
IT Project Manager,IT Project Manager
Team Lead,Team Lead
HR Business Partner,HR Business Partner
CIO Implementation Officer,CIO Implementation Officer
Redovisningsekonom,Redovisningsekonom
DRH et responsable qualité,DRH et responsable qualité
"Brand Marketing, Wiicare","Brand Marketing, Wiicare"
Experienced Test Engineer,Experienced Test Engineer
Head of mission for Corporate Ecological Transition and Sustainable Tourism,Head of mission for Corporate Ecological Transition and Sustainable Tourism
Operations Engineer,Operations Engineer
Systemutvecklare,Systemutvecklare
"Product Developer, Regulatory Affairs & Quality Assurance","Product Developer, Regulatory Affairs & Quality Assurance"
System Security Engineer,System Security Engineer
Försäljningsansvarig,Försäljningsansvarig
Head of Department of Computer Science,Head of Department of Computer Science
Platform Engineer,Platform Engineer
Market Engagement Manager,Market Engagement Manager
Senior Production Planner,Senior Production Planner
Pricing Controller,Pricing Controller
Attachée Temporaire d'Enseignement et de Recherche,Attachée Temporaire d'Enseignement et de Recherche
Financial Controller,Financial Controller
CG Artist,CG Artist
Range Manager,Range Manager
Exectuive Manager w/ Training,Exectuive Manager w/ Training
Senior Analytics & Insights Manager - Costco PHC Growth Analytics,Senior Analytics & Insights Manager - Costco PHC Growth Analytics
