prof_id,title
Director - Social & Environmental Responsibility (SER),Director - Social & Environmental Responsibility (SER)
Sustainability Strategy Consultant,Sustainability Strategy Consultant
Corporate Sustainability,Corporate Sustainability
"Environmental, Social and Corporate Governance Specialist","Environmental, Social and Corporate Governance Specialist"
Parteiischer Unterstützer,Parteiischer Unterstützer
Group Head of Public Affairs at H&M Group,Group Head of Public Affairs at H&M Group
Chief Executive Officer | Undecided Global GmbH,Chief Executive Officer | Undecided Global GmbH
Geographic Information System Specialist,Geographic Information System Specialist
Business Research Analyst & Consultant,Business Research Analyst & Consultant
Steering Committee Member,Steering Committee Member
Communications & Knowledge Management Specialist,Communications & Knowledge Management Specialist
Partner EY Sustainability,Partner EY Sustainability
"Executive Coach, Founder","Executive Coach, Founder"
Environmental and Sustainability Manager,Environmental and Sustainability Manager
Managing Director Practices and Impact,Managing Director Practices and Impact
Co-Founder Klima-Taler.com,Co-Founder Klima-Taler.com
Project Advisor and Mentor,Project Advisor and Mentor
Global Lead for Fashion & Chemicals,Global Lead for Fashion & Chemicals
Chair of KKR's Sustainability Expert Advisory Council,Chair of KKR's Sustainability Expert Advisory Council
Freelance Cloud Engineer / AWS Certified Solutions Architect Associate,Freelance Cloud Engineer / AWS Certified Solutions Architect Associate
Vice Chairman,Vice Chairman
Manager Climate Change and Sustainability Sevices (CCaSS),Manager Climate Change and Sustainability Sevices (CCaSS)
"Project leader in hydro-climatology research, FoUh group","Project leader in hydro-climatology research, FoUh group"
"Commission Manager, Greening Agricultural Smallholder Supply Chains","Commission Manager, Greening Agricultural Smallholder Supply Chains"
Chairman standardization committee,Chairman standardization committee
Deputy Manager,Deputy Manager
Founder/Chief Catalyst & Community Builder,Founder/Chief Catalyst & Community Builder
Managing Director Brazil,Managing Director Brazil
International Director,International Director
Co-Chair Public Sector Chapter,Co-Chair Public Sector Chapter
Senior Health Safety Environment Professional,Senior Health Safety Environment Professional
President and Founder,President and Founder
Advisor Financial Systems Development,Advisor Financial Systems Development
Chief Underwriting Officer,Chief Underwriting Officer
"Head of Insurance, UN Principles for Sustainable Insurance & UN Forum for Insurance Transition","Head of Insurance, UN Principles for Sustainable Insurance & UN Forum for Insurance Transition"
Founder & Exec Chairman,Founder & Exec Chairman
Team Lead Supply Chain Sustainability,Team Lead Supply Chain Sustainability
Sustainable Production Officer,Sustainable Production Officer
Programme Lead - Skills for sustainability,Programme Lead - Skills for sustainability
"Senior Manager, Sustainability & LCA, Battery Materials and Recycling","Senior Manager, Sustainability & LCA, Battery Materials and Recycling"
Chief Communications and Sustainability Officer,Chief Communications and Sustainability Officer
"Freelance Programme Manager Climate Change,Environment,International Cooperation,Urban Planning","Freelance Programme Manager Climate Change,Environment,International Cooperation,Urban Planning"
Project Lead,Project Lead
Family Officer,Family Officer
"Policy Manager, People, Parks & Power Campaign","Policy Manager, People, Parks & Power Campaign"
CEO and Marketing Manager,CEO and Marketing Manager
Chief Innovation Officer,Chief Innovation Officer
Chief Sustainability and Institutional Affairs Officer,Chief Sustainability and Institutional Affairs Officer
Chief of Staff to CEO,Chief of Staff to CEO
Freelance Writer / Director and Producer,Freelance Writer / Director and Producer
"Global Solutions Director, Sustainability, Resilience & Climate Response","Global Solutions Director, Sustainability, Resilience & Climate Response"
Director - Net Zero & Climate Risk,Director - Net Zero & Climate Risk
"Föreläsare, utbildare, rådgivare, engagemangskämpe!","Föreläsare, utbildare, rådgivare, engagemangskämpe!"
Global Environmental Sustainability Expert,Global Environmental Sustainability Expert
Manager - SDG Finance Specialist,Manager - SDG Finance Specialist
Head of Sustainability and Cultural Heritage,Head of Sustainability and Cultural Heritage
Sustainability Specialist Debt Capital Markets at Handelsbanken Capital Markets,Sustainability Specialist Debt Capital Markets at Handelsbanken Capital Markets
Senior Business Development Consultant,Senior Business Development Consultant
Environmental Scientist,Environmental Scientist
"Global Head of Responsible Investment, Columbia Threadneedle Investment EMEA APAC","Global Head of Responsible Investment, Columbia Threadneedle Investment EMEA APAC"
Senior Project Manager | Educator | President,Senior Project Manager | Educator | President
European Climate Pact Ambassador,European Climate Pact Ambassador
"Director, Sustainability Strategy and Transformation","Director, Sustainability Strategy and Transformation"
ESG Analyst,ESG Analyst
"Dr. Shashi K, CEO","Dr. Shashi K, CEO"
"Global Head, Nature & Biodiversity","Global Head, Nature & Biodiversity"
Co-Founder & Executive Chair,Co-Founder & Executive Chair
Sustainable Development Consultant,Sustainable Development Consultant
Vice President Group Corporate Responsibility,Vice President Group Corporate Responsibility
Project Lead I Leiterin und Gesamtkoordinatorin,Project Lead I Leiterin und Gesamtkoordinatorin
"SVP Sustainability & Innovation, Skanska Sverige","SVP Sustainability & Innovation, Skanska Sverige"
Evolution Guide,Evolution Guide
Senior Sustainability Strategy Consultant,Senior Sustainability Strategy Consultant
Head of Sustainability & Corporate Governance,Head of Sustainability & Corporate Governance
Managing Owner,Managing Owner
Global Director Human Rights and Social Impact,Global Director Human Rights and Social Impact
Chief Sustainability Officer and Principal,Chief Sustainability Officer and Principal
ESG/Sustainability Consulting Leader/Partner,ESG/Sustainability Consulting Leader/Partner
Head of Product Strategy,Head of Product Strategy
Managing Editor,Managing Editor
Senior Sustainability Solutions Product Manager,Senior Sustainability Solutions Product Manager
Head of Operational Unit - Water & Wastewater Solutions,Head of Operational Unit - Water & Wastewater Solutions
"Innovation Programme Manager, Climate and Green transition","Innovation Programme Manager, Climate and Green transition"
Public procurement advicer,Public procurement advicer
IT Specialist Intern,IT Specialist Intern
Managing Partner & Founder,Managing Partner & Founder
Senior Portfolio Manager,Senior Portfolio Manager
Head of Sustainability & Innovation,Head of Sustainability & Innovation
managing partner,managing partner
"Founder, President","Founder, President"
Manager Environment & Sustainability,Manager Environment & Sustainability
"Senior Advocacy Adviser, Climate","Senior Advocacy Adviser, Climate"
"Docente - Corso Misurazione e rendicontazione delle Performance di Sostenibilità""""","Docente - Corso Misurazione e rendicontazione delle Performance di Sostenibilità"""""
Purpose-led Founder,Purpose-led Founder
Senior Statistical Programming I,Senior Statistical Programming I
Climate Director,Climate Director
"Lead, North America & Youth Engagement at 1t.org","Lead, North America & Youth Engagement at 1t.org"
Global Sustainability Strategy & Operations,Global Sustainability Strategy & Operations
"Samhällsentrepreneur, Founder/CEO NAV Sweden","Samhällsentrepreneur, Founder/CEO NAV Sweden"
Director of Energy and Sustainability,Director of Energy and Sustainability
Group manager Environmental Management på WSP i Sverige,Group manager Environmental Management på WSP i Sverige
Member of The Supervisory Board / Mitglied des Aufsichtsrats,Member of The Supervisory Board / Mitglied des Aufsichtsrats
Tuteur étudiants et chargé de cours Masters ISIGE,Tuteur étudiants et chargé de cours Masters ISIGE
Gerente de Sustentabilidade,Gerente de Sustentabilidade
Relatiemanager,Relatiemanager
Associate Professor of Strategy and Entrepreneurship,Associate Professor of Strategy and Entrepreneurship
ESG and Sustainability,ESG and Sustainability
Global Business Development - Advisory Services,Global Business Development - Advisory Services
Head of Sales and Marketing,Head of Sales and Marketing
Co-Founder and Chief Scientist,Co-Founder and Chief Scientist
Junior Sales Analyst EMEA,Junior Sales Analyst EMEA
Expert Member,Expert Member
Senior Strategic Business Development Manager,Senior Strategic Business Development Manager
International Developer,International Developer
Regional MEAL advisor,Regional MEAL advisor
System Security Engineer,System Security Engineer
Assessora all'Ambiente e Verde,Assessora all'Ambiente e Verde
"Programledare, Seniorkonsult o trendspanare","Programledare, Seniorkonsult o trendspanare"
"Fellow, Environmental Policy and Governance","Fellow, Environmental Policy and Governance"
Senior Manager - Sustainability and ESG,Senior Manager - Sustainability and ESG
Environmental Lead & ESG Representative DHL Supply Chain EMEA,Environmental Lead & ESG Representative DHL Supply Chain EMEA
"CEO, Chief Creator & Change Maker","CEO, Chief Creator & Change Maker"
Management Consultant,Management Consultant
Investerare,Investerare
Global Communications Lead,Global Communications Lead
Member of the Advisory Committee of the Circular Economy Movement of the UN Global Compact in Brazil,Member of the Advisory Committee of the Circular Economy Movement of the UN Global Compact in Brazil
"Sekreterare, styrelse medlem","Sekreterare, styrelse medlem"
Global Head of Sustainable Finance,Global Head of Sustainable Finance
ISO 20400,ISO 20400
Group Managing partner,Group Managing partner
Interim Charity Manager,Interim Charity Manager
Senior Associate,Senior Associate
Head of Carbon Origination - Asia Pacific,Head of Carbon Origination - Asia Pacific
CEO of One Carbon World Grant Fund,CEO of One Carbon World Grant Fund
Assistant Professor Sustainable Innovation and Transitions,Assistant Professor Sustainable Innovation and Transitions
Marketing & Communications Lead,Marketing & Communications Lead
Owner & Lead Consultant,Owner & Lead Consultant
Business Development Director,Business Development Director
Human Resources Manager,Human Resources Manager
Sustainability and ESG Consultant,Sustainability and ESG Consultant
Senior EPD Expert,Senior EPD Expert
"Consultant - Campaigns, Communications, Policy, Evaluation, Strategic Planning","Consultant - Campaigns, Communications, Policy, Evaluation, Strategic Planning"
Monitoring And Evaluation Specialist,Monitoring And Evaluation Specialist
Director of Supply Chain and Textiles,Director of Supply Chain and Textiles
Chief Sustainability,Chief Sustainability
Global Project Manager,Global Project Manager
"Associate Director, Consumer & Manufacturing EMEA","Associate Director, Consumer & Manufacturing EMEA"
Software/Data Engineer,Software/Data Engineer
Co Founder & CEO/CIO,Co Founder & CEO/CIO
Environmental & Sustainability Consultant,Environmental & Sustainability Consultant
Big city global positioning,Big city global positioning
Program Manager-Agricultural Livelihoods Portfolio,Program Manager-Agricultural Livelihoods Portfolio
Senior Research Scientist,Senior Research Scientist
Responsible Business Manager,Responsible Business Manager
Conference Manager,Conference Manager
Operations Specialist Lead,Operations Specialist Lead
Head of Sustainability & Environmental Management Systems,Head of Sustainability & Environmental Management Systems
Senior Director of Sustainable Fashion,Senior Director of Sustainable Fashion
Senior Expert Sustainability,Senior Expert Sustainability
Co-Founding Partner,Co-Founding Partner
Founding Principal and CEO,Founding Principal and CEO
Portfolio Advisor,Portfolio Advisor
Global Sustainability Manager,Global Sustainability Manager
Head of Climate & ESG Risk,Head of Climate & ESG Risk
Founder & Managing Director,Founder & Managing Director
"Executive Director, Systems Change","Executive Director, Systems Change"
Sustainability Manager (Operations),Sustainability Manager (Operations)
Associate Director I Procurement ESG & Risk,Associate Director I Procurement ESG & Risk
Clean Water Wave cic,Clean Water Wave cic
Head of Environment and Sustainability,Head of Environment and Sustainability
International Partnership Lead,International Partnership Lead
Sales and Marketing Director,Sales and Marketing Director
Senior Sustainability Strategist,Senior Sustainability Strategist
Sustainability Business Specialist - Raw material sourcing,Sustainability Business Specialist - Raw material sourcing
CSR MANAGER,CSR MANAGER
"Deputy Chair, Climate Risk & Resilience","Deputy Chair, Climate Risk & Resilience"
Chief Technology Officer,Chief Technology Officer
Deputy General Manager - Tata Sustainability Group,Deputy General Manager - Tata Sustainability Group
Förbundsdirektör - Interim,Förbundsdirektör - Interim
Adviseur gezonde leefomgeving,Adviseur gezonde leefomgeving
"Berater, Gründer, geschäftsführender Gesellschafter","Berater, Gründer, geschäftsführender Gesellschafter"
Key Policy Expert,Key Policy Expert
Chemical Engineer,Chemical Engineer
Hållbarhetsstrateg,Hållbarhetsstrateg
"Project Lead Sustainability and Value-Added in the Cotton Economy in Uzbekistan""""","Project Lead Sustainability and Value-Added in the Cotton Economy in Uzbekistan"""""
ESG Exchange - Member of Advisory Committee,ESG Exchange - Member of Advisory Committee
Community Gardener/Environmental Educator/Trainer- Part time,Community Gardener/Environmental Educator/Trainer- Part time
Sustainable Travel Plan coordinator,Sustainable Travel Plan coordinator
Head of Policy,Head of Policy
"Practice Lead, National Projects & Sustainability","Practice Lead, National Projects & Sustainability"
Direttore,Direttore
Teacher of Spanish,Teacher of Spanish
Associate Manager,Associate Manager
Deputy Chief Executive,Deputy Chief Executive
Délégué général,Délégué général
Vice President Commercial Development,Vice President Commercial Development
"Vice President - Sustainability, Advocacy and Stakeholder Relations","Vice President - Sustainability, Advocacy and Stakeholder Relations"
"Sustainability Lead, Circularity","Sustainability Lead, Circularity"
founder and ceo,founder and ceo
Global Lead of ESG and Sustainable Strategies,Global Lead of ESG and Sustainable Strategies
Global Food & Bev Sector Lead,Global Food & Bev Sector Lead
Ships Captain,Ships Captain
Principal Operations Officer,Principal Operations Officer
Chair Of The Board Of Trustees,Chair Of The Board Of Trustees
Principal Consultant Strategy and Materiality,Principal Consultant Strategy and Materiality
Chair ESG Committee,Chair ESG Committee
Global Value Chain Development,Global Value Chain Development
Climate and Health Programme Manager,Climate and Health Programme Manager
Digitaliseringsdirektör,Digitaliseringsdirektör
Manager - Project Management Office,Manager - Project Management Office
Climate Policy Specialist,Climate Policy Specialist
Head of Project Development Sweden,Head of Project Development Sweden
Sustainability Strategy Director,Sustainability Strategy Director
Director General Directorate for Interculturalism,Director General Directorate for Interculturalism
Senior Manager - Sustainability,Senior Manager - Sustainability
"VD, Ledarutvecklare, professionell certifierad coach PCC","VD, Ledarutvecklare, professionell certifierad coach PCC"
Professor of Planetary Health,Professor of Planetary Health
Climate Change|Environment |Green Deal|Sustainability| Agenda 2030 | Law|EU Integration| Adviser,Climate Change|Environment |Green Deal|Sustainability| Agenda 2030 | Law|EU Integration| Adviser
Senior Partner Solutions Architect - Sustainability,Senior Partner Solutions Architect - Sustainability
Nordic Sustainability Director,Nordic Sustainability Director
Vice President Sustainability,Vice President Sustainability
"Founder, Sustainable Business Strategy Consultancy","Founder, Sustainable Business Strategy Consultancy"
CEO and Founding Partner,CEO and Founding Partner
Senior Professional Services Project Manager,Senior Professional Services Project Manager
Freelance Consultant,Freelance Consultant
Head of Sustainable Finance & Impact Investing,Head of Sustainable Finance & Impact Investing
Public Affairs Project Director,Public Affairs Project Director
Professore Ordinario,Professore Ordinario
Director of the ESMT Institute for Sustainable Transformation,Director of the ESMT Institute for Sustainable Transformation
Assistant Vice President - Sustainability and Technical Services,Assistant Vice President - Sustainability and Technical Services
"Counsellor for Cultural Affairs, London, UK","Counsellor for Cultural Affairs, London, UK"
Fundraising & Partnership Manager,Fundraising & Partnership Manager
Co-Founder and Board Member,Co-Founder and Board Member
Council Member,Council Member
Nordic CEO,Nordic CEO
Climate Change Specialist,Climate Change Specialist
Director General and Chief Science Officer,Director General and Chief Science Officer
Senior Vice President of Global Sustainability,Senior Vice President of Global Sustainability
Networking Facilitator,Networking Facilitator
Senior Water Advisor,Senior Water Advisor
Head of Partnerships,Head of Partnerships
Commercial Lead & Senior ESG Advisor,Commercial Lead & Senior ESG Advisor
Global Director Sustainable Innovation - Ericsson ONE,Global Director Sustainable Innovation - Ericsson ONE
Sustainability Director - Europe,Sustainability Director - Europe
"Deputy General Manager, Sustainability Promotion HQ | Head of Business Coaching, Human Resources HQ","Deputy General Manager, Sustainability Promotion HQ | Head of Business Coaching, Human Resources HQ"
Managing Director / CEO,Managing Director / CEO
"CO-founder of Olingo, Trainer and Consultant","CO-founder of Olingo, Trainer and Consultant"
Chief Supply Chain Officer,Chief Supply Chain Officer
"Programme Officer, Climate Finance","Programme Officer, Climate Finance"
Head of Sustainability & ESG,Head of Sustainability & ESG
Global Head ESG and Sustainable Investing,Global Head ESG and Sustainable Investing
ESG | Sustainability Director,ESG | Sustainability Director
"Head, Climate and Energy Unit","Head, Climate and Energy Unit"
Fellow and Advisor to the Executive Master of Accounting Program,Fellow and Advisor to the Executive Master of Accounting Program
"Advisor, Inspirer, Facilitator & Speaker","Advisor, Inspirer, Facilitator & Speaker"
Director (& Founder),Director (& Founder)
Business development. Member of Advisory Board,Business development. Member of Advisory Board
Managing Director and Senior Strategy Adviser,Managing Director and Senior Strategy Adviser
Co-founder and managing director,Co-founder and managing director
"Senior Policy Manager : ESG, Sustainable Finance and Environment","Senior Policy Manager : ESG, Sustainable Finance and Environment"
Strategic Marketing Consultant / Growth Partner,Strategic Marketing Consultant / Growth Partner
Sustainable Development Manager,Sustainable Development Manager
Heroic Ambassador,Heroic Ambassador
"Director, UNFPA Representation Office to the European Union","Director, UNFPA Representation Office to the European Union"
WCM & EHS Manager Saint Gobain UAE,WCM & EHS Manager Saint Gobain UAE
Global Head of Sustainability Research,Global Head of Sustainability Research
Knowledge Board Member,Knowledge Board Member
Commercial Manager,Commercial Manager
CO Chair Chapter DACH SustainableIT.org,CO Chair Chapter DACH SustainableIT.org
"Sustainability Regional, APAC","Sustainability Regional, APAC"
Specialist helping Individuals in Sustainability to increase their impact.,Specialist helping Individuals in Sustainability to increase their impact.
Bestyrelsesmedlem,Bestyrelsesmedlem
"Development leader Uppsala Climate Protocol, Sustainability department","Development leader Uppsala Climate Protocol, Sustainability department"
Politiskt sakkunnig/bitr. chef,Politiskt sakkunnig/bitr. chef
Nordic Market Unit Lead Leadership & Culture,Nordic Market Unit Lead Leadership & Culture
Advisor Strategic Partnerships | Impact Investing,Advisor Strategic Partnerships | Impact Investing
Founder and Managing Partner,Founder and Managing Partner
Corporate Loyalty Coordinator,Corporate Loyalty Coordinator
Senior Analyst,Senior Analyst
Global Sustainability Manager -- Treadler a B2B initiative from H&M Group,Global Sustainability Manager -- Treadler a B2B initiative from H&M Group
Collaborazione su progetti sociali,Collaborazione su progetti sociali
Committee Member,Committee Member
"PhD student, researcher, lecturer","PhD student, researcher, lecturer"
"Director, Sustainability & Climate Change","Director, Sustainability & Climate Change"
Professor of International Political Economy,Professor of International Political Economy
Director Board of Directors,Director Board of Directors
Senior konsult,Senior konsult
Member of Strategic Advisory Council IEEP,Member of Strategic Advisory Council IEEP
Consulente aziendale,Consulente aziendale
VD & Grundare Transformationsakademin®,VD & Grundare Transformationsakademin®
Owner - Agile Lean Agility Capability Advisory / Complexity Facilitators @ Richter Consulting Group,Owner - Agile Lean Agility Capability Advisory / Complexity Facilitators @ Richter Consulting Group
Partner & Co-founder,Partner & Co-founder
Connections Manager,Connections Manager
Vice President Public Affairs (System Design)-Asia & South Africa,Vice President Public Affairs (System Design)-Asia & South Africa
AdAR Mitglied des erweiterten Vorstands,AdAR Mitglied des erweiterten Vorstands
Head Sustainability Content,Head Sustainability Content
Data Scientist,Data Scientist
Chief of Social Compliance,Chief of Social Compliance
docent bij Gilde Opleidingen afdeling Zorg&Welzijn,docent bij Gilde Opleidingen afdeling Zorg&Welzijn
"Kümmerer"" Nachhaltige Innovationen Schwerpunkt Kreislaufwirtschaft - Plattform @inos.suisse""","Kümmerer"" Nachhaltige Innovationen Schwerpunkt Kreislaufwirtschaft - Plattform @inos.suisse"""
Member of Scientific Advisor Board of Active Inference Institute,Member of Scientific Advisor Board of Active Inference Institute
Corporate Audit_ ESG Lead,Corporate Audit_ ESG Lead
Psychologische Beraterin,Psychologische Beraterin
CEO/Nestor/Creative Director and Entreprenuer,CEO/Nestor/Creative Director and Entreprenuer
HSSE Lead Offshore - Neptun Deep Project,HSSE Lead Offshore - Neptun Deep Project
Senior Manager:in,Senior Manager:in
Sustainability consultant - principal expert - land & agriculture,Sustainability consultant - principal expert - land & agriculture
Co-founder and CEO,Co-founder and CEO
Pres. CEO,Pres. CEO
Executive Assistant to Senior Vice President and Head of Business Area Surveillance,Executive Assistant to Senior Vice President and Head of Business Area Surveillance
Freshwater Collaborative of Wisconsin,Freshwater Collaborative of Wisconsin
Oberbürgermeister,Oberbürgermeister
Partner & CEO,Partner & CEO
Senior Administrator,Senior Administrator
Global Cooling Lead,Global Cooling Lead
Co-Founder & Chief Regeneration Officer,Co-Founder & Chief Regeneration Officer
Chief Executive & Founder,Chief Executive & Founder
Program Manager - Diploma in Corporate Social Responsibility & Sustainability,Program Manager - Diploma in Corporate Social Responsibility & Sustainability
Professor of Environmental Engineering,Professor of Environmental Engineering
Pensionär,Pensionär
Stakeholder Engagement and Public Affairs Specialist,Stakeholder Engagement and Public Affairs Specialist
Head of Sales & Marketing - North America,Head of Sales & Marketing - North America
"Vice President Sustainability, Global Corporate Citizenship & Sustainability","Vice President Sustainability, Global Corporate Citizenship & Sustainability"
Board Chair,Board Chair
Improving the lives of 1 billion people,Improving the lives of 1 billion people
Ricercatrice sistemica,Ricercatrice sistemica
Founder and Board Member,Founder and Board Member
Tf Verksamhetsledare,Tf Verksamhetsledare
Pasningsorlov pga. datter m. leukæmi,Pasningsorlov pga. datter m. leukæmi
Grundare Integrerad Akustik AB,Grundare Integrerad Akustik AB
Funzionario CNA IMPRESA DONNA Piacenza,Funzionario CNA IMPRESA DONNA Piacenza
Welfare manager,Welfare manager
Founder and General Partner,Founder and General Partner
Vice President Sales and Marketing,Vice President Sales and Marketing
Independent Senior Advisor,Independent Senior Advisor
Programme Manager at IKEA Social Entrepreneurship,Programme Manager at IKEA Social Entrepreneurship
Operating Room Nurse,Operating Room Nurse
Professor of Management,Professor of Management
"Geologo Senior, Project Manager","Geologo Senior, Project Manager"
Founder / director,Founder / director
CEO & Partner,CEO & Partner
CoFounder & COO,CoFounder & COO
Sustainability Projects Officer,Sustainability Projects Officer
Public Affairs and Advocacy,Public Affairs and Advocacy
Professional Coach-Mentor,Professional Coach-Mentor
Requirement Engineering Developer,Requirement Engineering Developer
Country Director Sweden,Country Director Sweden
"Senior Advisor, Partner","Senior Advisor, Partner"
Social Media Project Manager,Social Media Project Manager
Creative Director / Founder,Creative Director / Founder
Directeur de projet,Directeur de projet
"Chief Consultant, Circular transition through Building and Refurbishment","Chief Consultant, Circular transition through Building and Refurbishment"
Technical Manager,Technical Manager
Head of Social,Head of Social
Production Sustainability Manager,Production Sustainability Manager
Controller - Benelux,Controller - Benelux
"Urban Fine Art Photographer based in Barcelona, Home Decor Products Designer, Creative Entrepreneur","Urban Fine Art Photographer based in Barcelona, Home Decor Products Designer, Creative Entrepreneur"
Senior Fundraising Consultant - Individual Giving,Senior Fundraising Consultant - Individual Giving
Global ESG and Sustainability Director,Global ESG and Sustainability Director
Climate Advisor,Climate Advisor
Avvocato,Avvocato
"Partner, Investor","Partner, Investor"
"Director, Business & Nature","Director, Business & Nature"
Senior Chemist,Senior Chemist
Director Markets,Director Markets
Global Director of Industry,Global Director of Industry
Senior Manager Technology & Capital Investment,Senior Manager Technology & Capital Investment
"Head of Divission, Sweden","Head of Divission, Sweden"
Head of Shibolet ESG,Head of Shibolet ESG
Advisor and Consultant,Advisor and Consultant
Owner and Principal,Owner and Principal
"Development Leader, Sustainability","Development Leader, Sustainability"
President of Scandinavia,President of Scandinavia
Vice President and Member of Executive Board,Vice President and Member of Executive Board
Senior Manager Corporate Partnerships,Senior Manager Corporate Partnerships
Manager- Regulatory Affairs & EHS,Manager- Regulatory Affairs & EHS
"Member, Senior Management Team, Business School for the Creative Industries","Member, Senior Management Team, Business School for the Creative Industries"
"Director, Northern Ireland","Director, Northern Ireland"
Adjunct Research Fellow,Adjunct Research Fellow
Executive Director & Co-founder,Executive Director & Co-founder
Sustainability Strategies & Innovation - Horizon Europe,Sustainability Strategies & Innovation - Horizon Europe
"Business owner, sustainability advisor, author and speaker","Business owner, sustainability advisor, author and speaker"
Co Founder and Director,Co Founder and Director
Certificate in Climate and Investing Panel,Certificate in Climate and Investing Panel
Director of Responsible Business,Director of Responsible Business
Guide and Senior Consultant,Guide and Senior Consultant
IPC1401 CSR technical committee Chairman,IPC1401 CSR technical committee Chairman
Project Management,Project Management
Advisor | Climate Change & Sustainable Land Use,Advisor | Climate Change & Sustainable Land Use
Sustainability Solutions Specialist - Market Intelligence,Sustainability Solutions Specialist - Market Intelligence
"Consultant - Sustainability, Environment, Circular Economy","Consultant - Sustainability, Environment, Circular Economy"
Transport Officer,Transport Officer
Chief Development Officer,Chief Development Officer
Innovation & Project Engineering,Innovation & Project Engineering
Founder & Senior Attorney,Founder & Senior Attorney
Senior R&D/Sustainability,Senior R&D/Sustainability
Sales Enterprise,Sales Enterprise
"Co-Founder, CEO","Co-Founder, CEO"
Environmental Law Expert,Environmental Law Expert
independent multidisciplinary think tank and research institute,independent multidisciplinary think tank and research institute
"Environment, Health and Safety Manager","Environment, Health and Safety Manager"
Global Sustainability Compliance & Reporting Manager,Global Sustainability Compliance & Reporting Manager
Project Manager | Projektledare,Project Manager | Projektledare
Global Service Manager - Supply Chain & Product Assurance,Global Service Manager - Supply Chain & Product Assurance
Chef de projet chez MOPGAN : Make Our Planet Green Again ! Now,Chef de projet chez MOPGAN : Make Our Planet Green Again ! Now
"Sustaianbility advisor, Managing Partner","Sustaianbility advisor, Managing Partner"
Sustainability Developer,Sustainability Developer
Corporate Sustainability and Communication Manager,Corporate Sustainability and Communication Manager
business development advisor,business development advisor
Co-Founder & Sustainability,Co-Founder & Sustainability
Founder / Owner,Founder / Owner
Leadership Mentor & Mastermind Facilitator,Leadership Mentor & Mastermind Facilitator
Head of corporate fundraising,Head of corporate fundraising
Chefkonsulent,Chefkonsulent
Senior Expert,Senior Expert
CBEY Fellow,CBEY Fellow
Co-Founder / CEO,Co-Founder / CEO
Project Manager Sustainability,Project Manager Sustainability
Corporate Social Responsibility Manager,Corporate Social Responsibility Manager
Officer,Officer
Presentador,Presentador
"Senior Policy Analyst, Office of Energy Efficiency - Strategic Policy & Partnerships","Senior Policy Analyst, Office of Energy Efficiency - Strategic Policy & Partnerships"
Chief Sustainability Officer / Business Analyst,Chief Sustainability Officer / Business Analyst
Projektingenjör,Projektingenjör
Supervisor de Control de Calidad / Quality control Supervisor,Supervisor de Control de Calidad / Quality control Supervisor
Styrelseledamot i Sundbybergs Idrottsklubb,Styrelseledamot i Sundbybergs Idrottsklubb
Manager Materials Team - Due Diligence and Sustainable Supply Chains,Manager Materials Team - Due Diligence and Sustainable Supply Chains
Co-founder e CEO,Co-founder e CEO
Head of Sustainable Business Strategy,Head of Sustainable Business Strategy
Engagement Manager,Engagement Manager
External Lecturer,External Lecturer
Climate Risk Vulnerability Assessment (CRVA) Consultant,Climate Risk Vulnerability Assessment (CRVA) Consultant
Head of Public Affairs & Communication Italy,Head of Public Affairs & Communication Italy
"Consulente, Progettista e Docente di Sostenibilità/ESG, Comunicazione Ambientale, Green Marketing","Consulente, Progettista e Docente di Sostenibilità/ESG, Comunicazione Ambientale, Green Marketing"
Business Development Nord-Est - Sales Executive,Business Development Nord-Est - Sales Executive
Senior Director Real estate policies and innovation,Senior Director Real estate policies and innovation
Project Management Consultant - Team Lead,Project Management Consultant - Team Lead
Deputy Secretary General for Energy and Climate Action,Deputy Secretary General for Energy and Climate Action
"Avdelningschef/Director, Avdelningen Utveckling av lagstiftning och andra styrmedel","Avdelningschef/Director, Avdelningen Utveckling av lagstiftning och andra styrmedel"
SAP DM - Integration Manager,SAP DM - Integration Manager
Lead Author,Lead Author
Generalsekreterare/VD,Generalsekreterare/VD
Ingénieure d’Affaires IT,Ingénieure d’Affaires IT
Project Manager - Strategic Accounts,Project Manager - Strategic Accounts
Geschäftsführerin & Gründerin,Geschäftsführerin & Gründerin
CSR - Reporting di Sostenibilità,CSR - Reporting di Sostenibilità
Sustainability Analyst,Sustainability Analyst
Global Product Manager Social Area,Global Product Manager Social Area
Energi- och klimatrådgivare,Energi- och klimatrådgivare
Senior Leadership Facilitator and Principal Consultant | CSHCM® | CODIP ® |,Senior Leadership Facilitator and Principal Consultant | CSHCM® | CODIP ® |
"Environmental Consultant, specialising in environmental and water management, and allied sectors","Environmental Consultant, specialising in environmental and water management, and allied sectors"
Founder & Principal,Founder & Principal
Founder / MD,Founder / MD
Business Solution Manager,Business Solution Manager
Chief Impact Officer,Chief Impact Officer
Corporate Trainer,Corporate Trainer
Responsabile progetti,Responsabile progetti
Direttrice,Direttrice
Atmospheric Sciences Officer,Atmospheric Sciences Officer
EV Sustainable Strategic Alliances & BD Executive Advisor,EV Sustainable Strategic Alliances & BD Executive Advisor
Programchef Smart Built Environment,Programchef Smart Built Environment
Taskforce member,Taskforce member
▪ CEO & Founder,▪ CEO & Founder
Utredningsingenjör och avfallssamordnare,Utredningsingenjör och avfallssamordnare
CSR & Comunicazione Ambientale Specialist,CSR & Comunicazione Ambientale Specialist
